threshold,accuracy,precision,recall,f1,tp,fp,tn,fn,positive_rate_true,positive_rate_pred,auroc,auprc,split
0.42000000000000004,0.6351666666666667,0.39506548888212,0.8646666666666667,0.5423374451181266,1297,1986,2514,203,0.25,0.5471666666666667,0.7649377037037037,0.5094004423766306,train
0.42000000000000004,0.6374285714285715,0.25431309904153354,0.796,0.38547215496368037,398,1167,1833,102,0.14285714285714285,0.4471428571428571,0.7604683333333333,0.35006519807173114,valid
0.42000000000000004,0.5973333333333334,0.19201877934272302,0.818,0.31102661596958175,409,1721,2279,91,0.1111111111111111,0.47333333333333333,0.7618482499999999,0.2895071829634278,test
