score_min,score_max,score_mean,score_std,auroc,auprc,average_precision,log_loss,brier_score,threshold,accuracy,balanced_accuracy,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,tp,fp,tn,fn,support,positives_true,negatives_true,positives_pred,negatives_pred,positive_rate_true,positive_rate_pred,split
0.0058436481894712,0.9937040990659328,0.39164802141883015,0.30687676534712244,0.8851822222222223,0.6911534618821266,0.6911534618821266,0.43375484564020356,0.14112400162169492,0.97,0.7581666666666667,0.5174444444444445,0.9152542372881356,0.036,0.06927517639512508,0.9988888888888889,0.0011111111111111111,0.964,54,5,4495,1446,6000,1500,4500,59,5941,0.25,0.009833333333333333,train
0.0063474786064829,1.0,0.35318973845618357,0.30120190552608084,0.8873233333333334,0.5387649018266534,0.5387649018266534,0.47012363905288773,0.14838372411221018,0.97,0.8645714285714285,0.5343333333333333,0.782608695652174,0.072,0.13186813186813187,0.9966666666666667,0.0033333333333333335,0.928,36,10,2990,464,3500,500,3000,46,3454,0.14285714285714285,0.013142857142857144,valid
0.0092951952708881,0.9981620572663652,0.3739731270374346,0.31144341269149445,0.8312185,0.3092723291520748,0.3092723291520748,0.582832806566003,0.1900855760210838,0.97,0.8831111111111111,0.520375,0.3375,0.054,0.09310344827586207,0.98675,0.01325,0.946,27,53,3947,473,4500,500,4000,80,4420,0.1111111111111111,0.017777777777777778,test
