score_min,score_max,score_mean,score_std,auroc,auprc,average_precision,log_loss,brier_score,threshold,accuracy,balanced_accuracy,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,tp,fp,tn,fn,support,positives_true,negatives_true,positives_pred,negatives_pred,positive_rate_true,positive_rate_pred,split
0.0058436481894712,0.9937040990659328,0.39164802141883015,0.30687676534712244,0.8851822222222223,0.6911534618821266,0.6911534618821266,0.43375484564020356,0.14112400162169492,0.03,0.2758333333333333,0.517,0.25654629471162077,0.9993333333333333,0.40827999455263514,0.034666666666666665,0.9653333333333334,0.0006666666666666666,1499,4344,156,1,6000,1500,4500,5843,157,0.25,0.9738333333333333,train
0.0063474786064829,1.0,0.35318973845618357,0.30120190552608084,0.8873233333333334,0.5387649018266534,0.5387649018266534,0.47012363905288773,0.14838372411221018,0.03,0.168,0.5146666666666667,0.14654161781946073,1.0,0.2556237218813906,0.029333333333333333,0.9706666666666667,0.0,500,2912,88,0,3500,500,3000,3412,88,0.14285714285714285,0.9748571428571429,valid
0.0092951952708881,0.9981620572663652,0.3739731270374346,0.31144341269149445,0.8312185,0.3092723291520748,0.3092723291520748,0.582832806566003,0.1900855760210838,0.03,0.13555555555555557,0.51375,0.11389521640091116,1.0,0.20449897750511248,0.0275,0.9725,0.0,500,3890,110,0,4500,500,4000,4390,110,0.1111111111111111,0.9755555555555555,test
