variant_id,model_name,split,threshold,threshold_objective,accuracy,balanced_accuracy,precision,recall,f1,tp,fp,tn,fn,positive_rate_pred,auroc,auprc,average_precision,brier_score,log_loss
pairwise_50_medium_unseen100,existing_scorer,train,0.66,f1,0.8185,0.7607777777777778,0.6347540983606558,0.6453333333333333,0.64,968,557,3943,532,0.25416666666666665,0.8851822222222223,0.6911534618821266,0.6911534618821266,0.14112400162169492,0.43375484564020356
pairwise_50_medium_unseen100,existing_scorer,valid,0.66,f1,0.8477142857142858,0.7911666666666666,0.4778523489932886,0.712,0.5718875502008032,356,389,2611,144,0.21285714285714286,0.8873233333333334,0.5387649018266534,0.5387649018266534,0.14838372411221018,0.47012363905288773
pairwise_50_medium_unseen100,existing_scorer,test,0.66,f1,0.7904444444444444,0.731625,0.2984531392174704,0.656,0.41025641025641024,328,771,3229,172,0.24422222222222223,0.8312185,0.3092723291520748,0.3092723291520748,0.1900855760210838,0.582832806566003
pairwise_50_medium_unseen100,field_attention,train,0.5700000000000001,f1,0.8205,0.7861111111111112,0.6223250433776749,0.7173333333333334,0.6664602043976463,1076,653,3847,424,0.2881666666666667,0.8794669629629628,0.6667452270521523,0.6667452270521523,0.13627673021903014,0.4104224490030719
pairwise_50_medium_unseen100,field_attention,valid,0.5700000000000001,f1,0.8494285714285714,0.7721666666666667,0.4804630969609262,0.664,0.5575146935348446,332,359,2641,168,0.19742857142857143,0.8788886666666667,0.5715726344643768,0.5715726344643768,0.12306129340200599,0.37191865186736206
pairwise_50_medium_unseen100,field_attention,test,0.5700000000000001,f1,0.8528888888888889,0.744875,0.39453125,0.606,0.47791798107255523,303,465,3535,197,0.17066666666666666,0.87035275,0.48309629948036187,0.48309629948036187,0.11986099948169926,0.36501802074656675
pairwise_50_medium_unseen100,structured_transformer,train,0.49,f1,0.8081666666666667,0.7921111111111111,0.5903676851372346,0.76,0.6645292917516759,1140,791,3709,360,0.32183333333333336,0.8772264444444445,0.6731474510826374,0.6731474510826374,0.13614958036720243,0.40655763451465526
pairwise_50_medium_unseen100,structured_transformer,valid,0.49,f1,0.8328571428571429,0.7825,0.4466750313676286,0.712,0.5489591364687741,356,441,2559,144,0.2277142857142857,0.8806039999999999,0.5668103352033365,0.5668103352033365,0.11991079364548088,0.3611174597326668
pairwise_50_medium_unseen100,structured_transformer,test,0.49,f1,0.8364444444444444,0.756625,0.36741573033707864,0.654,0.47050359712230216,327,563,3437,173,0.19777777777777777,0.8672365000000001,0.46029091414459644,0.46029091414459644,0.12020053848141872,0.36468100340784937
