threshold,accuracy,balanced_accuracy,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,tp,fp,tn,fn,support,positives_true,negatives_true,positives_pred,negatives_pred,positive_rate_true,positive_rate_pred,score_min,score_max,score_mean,score_std,auroc,auprc,average_precision,log_loss,brier_score,mean_symbolic_risk,median_symbolic_risk,mean_risk_accepted,mean_risk_rejected,num_nonzero_risk,nonzero_risk_rate,variant_id,run_name,split,symbolic_profile,config_id,mode,lambda_risk,rho,risk_normalization
0.9,0.8731428571428571,0.6185,0.6359223300970874,0.262,0.37110481586402266,0.975,0.025,0.738,131,75,2925,369,3500,500,3000,206,3294,0.14285714285714285,0.05885714285714286,0.0063474786064829,1.0,0.35318973845618357,0.30120190552608084,0.8873233333333334,0.5387649018266534,0.5387649018266534,0.47012363905288773,0.14838372411221018,0.07771428571428571,0.0,0.031067961165048542,0.08063145112325439,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=neural_only|thr=0.9,neural_only,0.0,,sum_weights
0.9,0.8765714285714286,0.6096666666666666,0.7023809523809523,0.236,0.3532934131736527,0.9833333333333333,0.016666666666666666,0.764,118,50,2950,382,3500,500,3000,168,3332,0.14285714285714285,0.048,0.0063474786064829,1.0,0.35318973845618357,0.30120190552608084,0.8873233333333334,0.5387649018266534,0.5387649018266534,0.47012363905288773,0.14838372411221018,0.07771428571428571,0.0,0.0,0.08163265306122448,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=hard_invalid_blocks|thr=0.9,hard_invalid_blocks,0.0,,sum_weights
0.5,0.7817142857142857,0.8101666666666667,0.38150807899461403,0.85,0.5266418835192069,0.7703333333333333,0.22966666666666666,0.15,425,689,2311,75,3500,500,3000,1114,2386,0.14285714285714285,0.3182857142857143,-0.016559646121386135,1.0,0.34541830988475497,0.3031945265366313,0.8889429999999998,0.5471663130674009,0.5471663130674009,0.4545084886236081,,0.07771428571428571,0.0,0.05266307600239378,0.08941044984632578,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.5|lam=0.1,soft_score_penalty,0.1,,sum_weights
0.5,0.7851428571428571,0.8105,0.38524590163934425,0.846,0.5294117647058824,0.775,0.225,0.154,423,675,2325,77,3500,500,3000,1098,2402,0.14285714285714285,0.3137142857142857,-0.060994400669804605,1.0,0.33764688131332643,0.30551832657617184,0.8902530000000001,0.5532070503643338,0.5532070503643338,0.4436022571242168,,0.07771428571428571,0.0,0.050910746812386165,0.08996669442131557,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.5|lam=0.2,soft_score_penalty,0.2,,sum_weights
0.5,0.7885714285714286,0.8108333333333333,0.38909426987060997,0.842,0.5322376738305942,0.7796666666666666,0.22033333333333333,0.158,421,661,2339,79,3500,500,3000,1082,2418,0.14285714285714285,0.30914285714285716,-0.1109944006698046,1.0,0.3298754527418978,0.30816581372523993,0.8912070000000001,0.5575066497307264,0.5575066497307264,0.43419088445831905,,0.07771428571428571,0.0,0.04919901417128773,0.0904742211193824,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.5|lam=0.3,soft_score_penalty,0.3,,sum_weights
0.5,0.7962857142857143,0.8111666666666666,0.3980861244019139,0.832,0.5385113268608415,0.7903333333333333,0.20966666666666667,0.168,416,629,2371,84,3500,500,3000,1045,2455,0.14285714285714285,0.2985714285714286,-0.2109944006698046,1.0,0.31433259559904075,0.31439814291391177,0.8921309999999999,0.5628541657810262,0.5628541657810262,0.4193037232489309,,0.07771428571428571,0.0,0.04347687400318979,0.09228784792939579,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.5|lam=0.5,soft_score_penalty,0.5,,sum_weights
0.5,0.8074285714285714,0.8151666666666666,0.413,0.826,0.5506666666666666,0.8043333333333333,0.19566666666666666,0.174,413,587,2413,87,3500,500,3000,1000,2500,0.14285714285714285,0.2857142857142857,-0.33599440066980457,1.0,0.29490402417046924,0.32384959855234435,0.8929830000000001,0.5674513838509296,0.5674513838509296,0.4159716320406011,,0.07771428571428571,0.0,0.037033333333333335,0.09398666666666666,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.5|lam=0.75,soft_score_penalty,0.75,,sum_weights
0.5,0.8122857142857143,0.8088333333333333,0.4183142559833507,0.804,0.5503080082135524,0.8136666666666666,0.18633333333333332,0.196,402,559,2441,98,3500,500,3000,961,2539,0.14285714285714285,0.2745714285714286,-0.46099440066980457,1.0,0.27547545274189783,0.33499946972413736,0.8932756666666666,0.5698693990210473,0.5698693990210473,0.4085005801095895,,0.07771428571428571,0.0,0.03135622615331252,0.09526060128659576,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.5|lam=1,soft_score_penalty,1.0,,sum_weights
0.6,0.828,0.8046666666666666,0.4416475972540046,0.772,0.5618631732168851,0.8373333333333334,0.16266666666666665,0.228,386,488,2512,114,3500,500,3000,874,2626,0.14285714285714285,0.24971428571428572,-0.016559646121386135,1.0,0.34541830988475497,0.3031945265366313,0.8889429999999998,0.5471663130674009,0.5471663130674009,0.4545084886236081,,0.07771428571428571,0.0,0.04767353165522502,0.08771261741558771,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.6|lam=0.1,soft_score_penalty,0.1,,sum_weights
0.6,0.8314285714285714,0.8025,0.4471830985915493,0.762,0.5636094674556213,0.843,0.157,0.238,381,471,2529,119,3500,500,3000,852,2648,0.14285714285714285,0.24342857142857144,-0.060994400669804605,1.0,0.33764688131332643,0.30551832657617184,0.8902530000000001,0.5532070503643338,0.5532070503643338,0.4436022571242168,,0.07771428571428571,0.0,0.043740219092331764,0.08864551863041288,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.6|lam=0.2,soft_score_penalty,0.2,,sum_weights
0.6,0.8328571428571429,0.8,0.44934445768772346,0.754,0.5631067961165048,0.846,0.154,0.246,377,462,2538,123,3500,500,3000,839,2661,0.14285714285714285,0.2397142857142857,-0.1109944006698046,1.0,0.3298754527418978,0.30816581372523993,0.8912070000000001,0.5575066497307264,0.5575066497307264,0.43419088445831905,,0.07771428571428571,0.0,0.041120381406436236,0.0892521608417888,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.6|lam=0.3,soft_score_penalty,0.3,,sum_weights
0.6,0.8368571428571429,0.7973333333333333,0.45633456334563344,0.742,0.5651180502665651,0.8526666666666667,0.14733333333333334,0.258,371,442,2558,129,3500,500,3000,813,2687,0.14285714285714285,0.2322857142857143,-0.2109944006698046,1.0,0.31433259559904075,0.31439814291391177,0.8921309999999999,0.5628541657810262,0.5628541657810262,0.4193037232489309,,0.07771428571428571,0.0,0.03661336613366133,0.09015010544597445,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.6|lam=0.5,soft_score_penalty,0.5,,sum_weights
0.6,0.8414285714285714,0.7916666666666666,0.4646074646074646,0.722,0.5653876272513704,0.8613333333333333,0.13866666666666666,0.278,361,416,2584,139,3500,500,3000,777,2723,0.14285714285714285,0.222,-0.33599440066980457,1.0,0.29490402417046924,0.32384959855234435,0.8929830000000001,0.5674513838509296,0.5674513838509296,0.4159716320406011,,0.07771428571428571,0.0,0.02968682968682968,0.09141877830823847,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.6|lam=0.75,soft_score_penalty,0.75,,sum_weights
0.6,0.8488571428571429,0.7918333333333334,0.48043184885290147,0.712,0.5737308622078968,0.8716666666666667,0.12833333333333333,0.288,356,385,2615,144,3500,500,3000,741,2759,0.14285714285714285,0.21171428571428572,-0.46099440066980457,1.0,0.27547545274189783,0.33499946972413736,0.8932756666666666,0.5698693990210473,0.5698693990210473,0.4085005801095895,,0.07771428571428571,0.0,0.022492127755285647,0.0925456083121904,1418,0.40514285714285714,pairwise_50_medium_unseen100,neural_logreg,valid,conservative,mode=soft_score_penalty|thr=0.6|lam=1,soft_score_penalty,1.0,,sum_weights
